shipping_id,order_id,shipping_location_id,courier_partner,shipping_date,expected_delivery_date,actual_delivery_date,delivery_status
163824,63824,3,Delhivery,2025-01-27,2025-02-04,2025-02-05,Delivered
163825,63825,82,Ecom Express,2026-01-24,2026-01-30,2026-02-02,Delivered
163826,63826,73,BlueDart,2025-10-16,2025-10-20,2025-10-23,Delivered
163827,63827,33,BlueDart,2025-04-09,2025-04-12,2025-04-14,Delivered
163828,63828,86,DTDC,2024-01-10,2024-01-13,2024-01-13,Delivered
163829,63829,66,DTDC,2024-01-21,2024-01-24,2024-01-26,Delivered
163830,63830,60,BlueDart,2026-02-27,2026-03-02,2026-03-03,Delivered
163831,63831,63,XpressBees,2025-09-26,2025-09-27,,In Transit
163832,63832,56,DTDC,2024-11-22,2024-11-25,,In Transit
163833,63833,79,Delhivery,2026-01-01,2026-01-01,,In Transit
163834,63834,21,Ecom Express,2026-06-14,2026-06-18,2026-06-21,Delivered
163835,63835,56,Delhivery,2024-01-14,2024-01-18,2024-01-21,Delivered
163836,63836,1,Ecom Express,2026-05-30,2026-06-02,,In Transit
163837,63837,57,DTDC,2024-08-28,2024-09-03,2024-09-02,Delivered
163838,63838,67,XpressBees,2026-01-10,2026-01-15,2026-01-17,Delivered
163839,63839,90,XpressBees,2025-07-26,2025-07-30,2025-07-29,Delivered
163840,63840,59,Ecom Express,2025-12-16,2025-12-20,2025-12-23,Delivered
163841,63841,86,Delhivery,2024-04-25,2024-05-01,,In Transit
163842,63842,87,DTDC,2025-08-06,2025-08-10,2025-08-11,Delivered
163843,63843,5,Delhivery,2026-07-29,2026-08-01,2026-07-31,Delivered
163844,63844,66,Delhivery,2026-02-10,2026-02-14,2026-02-13,Delivered
163845,63845,15,Ecom Express,2026-02-16,2026-02-20,2026-02-20,Delivered
163846,63846,13,BlueDart,2024-06-22,2024-06-25,2024-06-28,Delivered
163847,63847,52,Delhivery,2024-09-26,2024-10-02,2024-10-01,Delivered
163848,63848,19,BlueDart,2026-03-06,2026-03-10,2026-03-10,Delivered
163849,63849,25,DTDC,2025-01-26,2025-02-01,2025-02-04,Delivered
163850,63850,16,DTDC,2025-07-02,2025-07-06,,In Transit
163851,63851,17,Ecom Express,2024-06-12,2024-06-17,2024-06-17,Delivered
163852,63852,73,XpressBees,2026-01-31,2026-02-03,2026-02-05,Delivered
163853,63853,79,Delhivery,2025-03-11,2025-03-13,2025-03-14,Delivered
163854,63854,62,Ecom Express,2025-04-23,2025-04-30,2025-05-03,Delivered
163855,63855,60,Ecom Express,2026-07-12,2026-07-20,2026-07-22,Delivered
163856,63856,34,Ecom Express,2025-09-04,2025-09-11,2025-09-14,Delivered
163857,63857,55,Delhivery,2025-03-06,2025-03-06,,In Transit
163858,63858,4,Ecom Express,2024-11-30,2024-12-04,2024-12-03,Delivered
163859,63859,52,XpressBees,2025-08-09,2025-08-12,,Returned
163860,63860,30,Ecom Express,2025-02-18,2025-02-20,2025-02-21,Delivered
163861,63861,33,BlueDart,2024-08-08,2024-08-15,2024-08-15,Delivered
163862,63862,71,Delhivery,2024-12-21,2024-12-24,2024-12-24,Delivered
163863,63863,32,Delhivery,2024-10-05,2024-10-10,2024-10-11,Delivered
163864,63864,48,Ecom Express,2025-12-19,2025-12-23,,Delayed
163865,63865,63,DTDC,2025-05-03,2025-05-06,2025-05-06,Delivered
163866,63866,45,Ecom Express,2024-07-13,2024-07-21,2024-07-24,Delivered
163867,63867,6,BlueDart,2024-05-25,2024-06-02,2024-06-05,Delivered
163868,63868,82,Delhivery,2026-06-24,2026-06-24,2026-06-26,Delivered
163869,63869,73,BlueDart,2026-05-15,2026-05-19,2026-05-20,Delivered
163870,63870,52,DTDC,2026-03-18,2026-03-21,2026-03-21,Delivered
163871,63871,86,BlueDart,2025-12-16,2025-12-21,,In Transit
163872,63872,85,Ecom Express,2026-04-15,2026-04-21,2026-04-24,Delivered
163873,63873,67,DTDC,2025-09-19,2025-09-26,2025-09-25,Delivered
163874,63874,77,Delhivery,2026-06-08,2026-06-09,2026-06-10,Delivered
163875,63875,29,XpressBees,2026-06-10,2026-06-13,2026-06-16,Delivered
163876,63876,34,Delhivery,2025-03-01,2025-03-04,,In Transit
163877,63877,44,XpressBees,2024-09-01,2024-09-03,2024-09-06,Delivered
163878,63878,53,BlueDart,2026-05-17,2026-05-23,2026-05-23,Delivered
163879,63879,53,BlueDart,2026-03-15,2026-03-17,2026-03-17,Delivered
163880,63880,43,Ecom Express,2025-03-09,2025-03-14,2025-03-17,Delivered
163881,63881,7,XpressBees,2026-06-03,2026-06-07,2026-06-08,Delivered
163882,63882,36,BlueDart,2024-04-10,2024-04-15,2024-04-14,Delivered
163883,63883,30,Delhivery,2026-03-09,2026-03-11,,Returned
163884,63884,88,Delhivery,2024-02-18,2024-02-25,,Delayed
163885,63885,1,Delhivery,2024-04-10,2024-04-16,2024-04-16,Delivered
163886,63886,13,XpressBees,2024-03-02,2024-03-06,2024-03-05,Delivered
163887,63887,56,DTDC,2024-03-20,2024-03-23,,Returned
163888,63888,34,XpressBees,2024-07-03,2024-07-06,2024-07-08,Delivered
163889,63889,74,Ecom Express,2024-12-19,2024-12-25,,Returned
163890,63890,12,BlueDart,2024-12-16,2024-12-21,2024-12-20,Delivered
163891,63891,49,Ecom Express,2025-02-15,2025-02-15,,In Transit
163892,63892,48,Ecom Express,2026-08-09,2026-08-14,,In Transit
163893,63893,15,BlueDart,2025-05-11,2025-05-18,2025-05-18,Delivered
163894,63894,36,Ecom Express,2024-08-23,2024-08-28,2024-08-29,Delivered
163895,63895,44,XpressBees,2024-05-15,2024-05-16,2024-05-16,Delivered
163896,63896,12,XpressBees,2026-06-07,2026-06-07,2026-06-08,Delivered
163897,63897,61,XpressBees,2024-09-26,2024-09-30,,In Transit
163898,63898,100,XpressBees,2026-02-25,2026-03-05,2026-03-05,Delivered
163899,63899,1,Delhivery,2026-02-07,2026-02-09,,Delayed
163900,63900,29,Ecom Express,2026-04-18,2026-04-18,2026-04-17,Delivered
163901,63901,87,Ecom Express,2024-05-23,2024-05-27,,In Transit
163902,63902,69,Ecom Express,2026-01-31,2026-02-08,2026-02-10,Delivered
163903,63903,97,XpressBees,2026-01-31,2026-02-01,2026-02-01,Delivered
163904,63904,43,Ecom Express,2026-08-01,2026-08-08,2026-08-11,Delivered
163905,63905,10,Delhivery,2025-11-21,2025-11-26,2025-11-25,Delivered
163906,63906,96,XpressBees,2024-04-27,2024-04-29,2024-05-01,Delivered
163907,63907,48,XpressBees,2025-03-20,2025-03-25,2025-03-25,Delivered
163908,63908,22,Ecom Express,2025-04-09,2025-04-16,,Delayed
163909,63909,73,XpressBees,2025-04-04,2025-04-08,,In Transit
163910,63910,23,DTDC,2024-11-29,2024-12-01,2024-12-01,Delivered
163911,63911,81,Ecom Express,2026-02-17,2026-02-24,2026-02-27,Delivered
163912,63912,19,XpressBees,2024-10-03,2024-10-08,2024-10-10,Delivered
163913,63913,75,Ecom Express,2025-03-10,2025-03-12,2025-03-13,Delivered
163914,63914,96,BlueDart,2025-03-11,2025-03-13,2025-03-14,Delivered
163915,63915,17,Delhivery,2025-09-15,2025-09-19,,In Transit
163916,63916,92,Ecom Express,2025-04-13,2025-04-16,2025-04-19,Delivered
163917,63917,89,Ecom Express,2026-08-01,2026-08-06,2026-08-08,Delivered
163918,63918,97,DTDC,2026-08-15,2026-08-21,2026-08-20,Delivered
163919,63919,54,Ecom Express,2025-03-28,2025-04-02,,In Transit
163920,63920,76,XpressBees,2024-09-16,2024-09-19,2024-09-19,Delivered
163921,63921,78,Ecom Express,2026-01-10,2026-01-12,2026-01-12,Delivered
163922,63922,37,Delhivery,2026-06-03,2026-06-10,2026-06-13,Delivered
163923,63923,36,XpressBees,2026-05-13,2026-05-18,,In Transit
163924,63924,43,Ecom Express,2024-06-10,2024-06-14,2024-06-15,Delivered
163925,63925,20,Ecom Express,2024-02-23,2024-02-27,,In Transit
163926,63926,86,DTDC,2025-10-08,2025-10-13,2025-10-16,Delivered
163927,63927,76,Ecom Express,2024-10-18,2024-10-24,2024-10-25,Delivered
163928,63928,64,Ecom Express,2024-10-24,2024-10-27,2024-10-30,Delivered
163929,63929,79,Delhivery,2024-01-31,2024-02-01,2024-02-01,Delivered
163930,63930,72,BlueDart,2026-07-20,2026-07-28,,In Transit
163931,63931,90,BlueDart,2024-01-05,2024-01-10,,Delayed
163932,63932,39,BlueDart,2025-09-10,2025-09-10,2025-09-09,Delivered
163933,63933,1,BlueDart,2026-06-16,2026-06-24,2026-06-27,Delivered
163934,63934,64,DTDC,2024-03-05,2024-03-10,,Returned
163935,63935,73,Delhivery,2025-08-23,2025-08-23,2025-08-24,Delivered
163936,63936,79,Ecom Express,2026-06-14,2026-06-20,2026-06-20,Delivered
163937,63937,56,DTDC,2025-02-04,2025-02-06,2025-02-05,Delivered
163938,63938,73,Delhivery,2024-10-12,2024-10-18,,In Transit
163939,63939,57,Ecom Express,2025-11-14,2025-11-20,,In Transit
163940,63940,3,Ecom Express,2026-06-18,2026-06-21,2026-06-24,Delivered
163941,63941,18,DTDC,2025-06-28,2025-07-01,2025-06-30,Delivered
163942,63942,55,BlueDart,2024-01-15,2024-01-22,2024-01-25,Delivered
163943,63943,29,BlueDart,2025-10-29,2025-11-01,2025-11-04,Delivered
163944,63944,62,DTDC,2024-08-02,2024-08-05,,Returned
163945,63945,54,Delhivery,2026-08-17,2026-08-24,,In Transit
163946,63946,69,Ecom Express,2024-09-28,2024-10-03,2024-10-03,Delivered
163947,63947,73,BlueDart,2025-09-10,2025-09-14,2025-09-16,Delivered
163948,63948,77,BlueDart,2025-11-01,2025-11-02,2025-11-01,Delivered
163949,63949,98,BlueDart,2025-03-11,2025-03-13,2025-03-13,Delivered
163950,63950,35,Ecom Express,2026-02-15,2026-02-21,2026-02-20,Delivered
163951,63951,48,DTDC,2026-05-22,2026-05-25,2026-05-24,Delivered
163952,63952,17,Delhivery,2025-09-03,2025-09-06,2025-09-09,Delivered
163953,63953,42,BlueDart,2026-01-02,2026-01-07,2026-01-06,Delivered
163954,63954,37,Delhivery,2024-03-03,2024-03-09,2024-03-09,Delivered
163955,63955,57,DTDC,2024-08-23,2024-08-25,2024-08-27,Delivered
163956,63956,40,XpressBees,2025-02-26,2025-03-02,2025-03-01,Delivered
163957,63957,36,XpressBees,2024-05-08,2024-05-09,2024-05-10,Delivered
163958,63958,45,BlueDart,2025-04-24,2025-04-28,2025-04-27,Delivered
163959,63959,74,Delhivery,2024-03-15,2024-03-19,2024-03-20,Delivered
163960,63960,79,Delhivery,2024-12-14,2024-12-20,,In Transit
163961,63961,45,BlueDart,2024-03-03,2024-03-07,2024-03-09,Delivered
163962,63962,73,Delhivery,2025-02-10,2025-02-13,2025-02-13,Delivered
163963,63963,74,XpressBees,2025-01-29,2025-02-02,2025-02-04,Delivered
163964,63964,89,Delhivery,2025-04-16,2025-04-21,2025-04-21,Delivered
163965,63965,45,Ecom Express,2026-08-18,2026-08-22,2026-08-21,Delivered
163966,63966,45,XpressBees,2025-06-21,2025-06-29,,Delayed
163967,63967,59,Ecom Express,2024-05-23,2024-05-30,,Delayed
163968,63968,57,DTDC,2025-09-06,2025-09-07,2025-09-06,Delivered
163969,63969,12,BlueDart,2026-08-07,2026-08-11,2026-08-11,Delivered
163970,63970,87,XpressBees,2024-07-24,2024-07-29,2024-07-29,Delivered
163971,63971,92,Ecom Express,2024-03-19,2024-03-25,2024-03-28,Delivered
163972,63972,97,BlueDart,2026-05-25,2026-05-28,2026-05-30,Delivered
163973,63973,52,XpressBees,2024-06-18,2024-06-20,,Delayed
163974,63974,4,DTDC,2026-03-14,2026-03-22,2026-03-25,Delivered
163975,63975,12,DTDC,2025-02-22,2025-02-23,2025-02-25,Delivered
163976,63976,74,BlueDart,2026-02-05,2026-02-09,2026-02-08,Delivered
163977,63977,62,BlueDart,2025-11-25,2025-11-27,2025-11-27,Delivered
163978,63978,17,DTDC,2026-02-20,2026-02-25,2026-02-27,Delivered
163979,63979,30,XpressBees,2026-01-11,2026-01-15,,In Transit
163980,63980,3,BlueDart,2025-05-26,2025-06-01,,Returned
163981,63981,54,Delhivery,2024-08-25,2024-08-30,2024-09-02,Delivered
163982,63982,32,XpressBees,2026-07-13,2026-07-18,2026-07-18,Delivered
163983,63983,24,DTDC,2024-07-02,2024-07-05,,In Transit
163984,63984,86,Ecom Express,2024-12-23,2024-12-28,,In Transit
163985,63985,3,DTDC,2024-09-30,2024-10-05,2024-10-08,Delivered
163986,63986,40,Ecom Express,2025-02-11,2025-02-14,2025-02-16,Delivered
163987,63987,50,Delhivery,2024-09-01,2024-09-04,,In Transit
163988,63988,7,Ecom Express,2026-03-02,2026-03-08,2026-03-11,Delivered
163989,63989,63,Ecom Express,2025-03-01,2025-03-07,,Delayed
163990,63990,46,XpressBees,2026-04-24,2026-04-28,2026-05-01,Delivered
163991,63991,25,XpressBees,2024-02-02,2024-02-03,,Returned
163992,63992,11,Delhivery,2025-03-11,2025-03-19,2025-03-20,Delivered
163993,63993,57,XpressBees,2025-07-24,2025-07-27,2025-07-27,Delivered
163994,63994,65,BlueDart,2026-04-02,2026-04-10,2026-04-13,Delivered
163995,63995,68,BlueDart,2025-12-10,2025-12-14,2025-12-15,Delivered
163996,63996,5,DTDC,2025-09-09,2025-09-14,2025-09-14,Delivered
163997,63997,86,XpressBees,2026-04-01,2026-04-05,2026-04-04,Delivered
163998,63998,24,XpressBees,2025-01-13,2025-01-14,2025-01-16,Delivered
163999,63999,12,Ecom Express,2026-07-19,2026-07-22,2026-07-24,Delivered
164000,64000,17,XpressBees,2026-05-30,2026-06-05,2026-06-06,Delivered
164001,64001,10,DTDC,2026-06-01,2026-06-07,2026-06-08,Delivered
164002,64002,16,Ecom Express,2025-05-06,2025-05-11,2025-05-12,Delivered
164003,64003,50,DTDC,2024-03-31,2024-04-07,2024-04-09,Delivered
164004,64004,29,XpressBees,2026-04-04,2026-04-10,2026-04-12,Delivered
164005,64005,30,DTDC,2025-02-08,2025-02-12,2025-02-14,Delivered
164006,64006,45,BlueDart,2026-02-28,2026-03-07,2026-03-07,Delivered
164007,64007,75,XpressBees,2024-02-25,2024-03-02,2024-03-01,Delivered
164008,64008,11,Ecom Express,2024-04-06,2024-04-06,2024-04-08,Delivered
164009,64009,4,Ecom Express,2024-12-05,2024-12-08,2024-12-09,Delivered
164010,64010,100,Delhivery,2026-04-26,2026-04-30,2026-05-03,Delivered
164011,64011,27,Ecom Express,2024-02-02,2024-02-05,,In Transit
164012,64012,91,XpressBees,2024-06-07,2024-06-11,2024-06-10,Delivered
164013,64013,28,DTDC,2025-04-25,2025-04-30,2025-05-02,Delivered
164014,64014,17,BlueDart,2026-03-01,2026-03-05,,In Transit
164015,64015,50,XpressBees,2024-05-30,2024-06-02,2024-06-04,Delivered
164016,64016,55,BlueDart,2026-01-04,2026-01-07,2026-01-09,Delivered
164017,64017,84,BlueDart,2025-04-20,2025-04-26,2025-04-25,Delivered
164018,64018,66,BlueDart,2025-12-16,2025-12-24,,In Transit
164019,64019,69,XpressBees,2025-11-30,2025-12-05,2025-12-05,Delivered
164020,64020,74,Delhivery,2026-06-12,2026-06-20,2026-06-23,Delivered
164021,64021,86,Ecom Express,2024-02-28,2024-03-03,,In Transit
164022,64022,18,XpressBees,2025-08-05,2025-08-12,,In Transit
164023,64023,99,Ecom Express,2025-03-21,2025-03-22,2025-03-23,Delivered
164024,64024,34,Ecom Express,2024-11-24,2024-11-28,,In Transit
164025,64025,75,Delhivery,2025-12-21,2025-12-23,,Delayed
164026,64026,70,Ecom Express,2025-07-31,2025-08-06,,In Transit
164027,64027,66,Delhivery,2025-03-06,2025-03-12,,Delayed
164028,64028,96,DTDC,2025-11-07,2025-11-13,2025-11-15,Delivered
164029,64029,21,BlueDart,2025-07-12,2025-07-18,,Returned
164030,64030,59,XpressBees,2024-12-21,2024-12-22,2024-12-22,Delivered
164031,64031,52,Ecom Express,2024-11-22,2024-11-27,2024-11-30,Delivered
164032,64032,48,Ecom Express,2024-09-03,2024-09-10,2024-09-12,Delivered
164033,64033,95,Ecom Express,2024-10-15,2024-10-22,2024-10-21,Delivered
164034,64034,33,DTDC,2025-04-21,2025-04-28,,In Transit
164035,64035,96,Delhivery,2024-06-25,2024-06-27,,In Transit
164036,64036,62,Delhivery,2026-05-22,2026-05-28,2026-05-31,Delivered
164037,64037,80,DTDC,2025-07-18,2025-07-23,2025-07-22,Delivered
164038,64038,20,Ecom Express,2025-09-03,2025-09-06,2025-09-06,Delivered
164039,64039,22,Delhivery,2025-07-12,2025-07-18,2025-07-21,Delivered
164040,64040,72,BlueDart,2026-05-22,2026-05-28,,In Transit
164041,64041,41,DTDC,2026-03-07,2026-03-10,2026-03-11,Delivered
164042,64042,86,DTDC,2025-04-05,2025-04-11,,In Transit
164043,64043,50,BlueDart,2024-12-01,2024-12-03,,Delayed
164044,64044,26,DTDC,2026-07-10,2026-07-14,,Delayed
164045,64045,23,Delhivery,2025-08-05,2025-08-08,2025-08-10,Delivered
164046,64046,96,DTDC,2026-02-07,2026-02-13,2026-02-14,Delivered
164047,64047,56,Delhivery,2024-05-17,2024-05-19,,In Transit
164048,64048,96,XpressBees,2024-12-09,2024-12-12,2024-12-11,Delivered
164049,64049,70,XpressBees,2024-09-13,2024-09-16,2024-09-19,Delivered
164050,64050,59,DTDC,2025-03-13,2025-03-18,,In Transit
164051,64051,98,DTDC,2025-05-06,2025-05-07,2025-05-08,Delivered
164052,64052,84,Delhivery,2026-08-28,2026-08-28,2026-08-31,Delivered
164053,64053,34,DTDC,2024-04-11,2024-04-15,,In Transit
164054,64054,59,Delhivery,2026-07-15,2026-07-18,2026-07-17,Delivered
164055,64055,3,Ecom Express,2026-03-01,2026-03-04,2026-03-07,Delivered
164056,64056,100,XpressBees,2025-02-02,2025-02-05,2025-02-06,Delivered
164057,64057,74,DTDC,2024-10-01,2024-10-02,2024-10-04,Delivered
164058,64058,56,Ecom Express,2026-03-22,2026-03-26,2026-03-28,Delivered
164059,64059,40,XpressBees,2024-05-14,2024-05-18,2024-05-17,Delivered
164060,64060,43,XpressBees,2026-06-01,2026-06-08,2026-06-10,Delivered
164061,64061,60,XpressBees,2026-07-05,2026-07-07,2026-07-07,Delivered
164062,64062,27,Delhivery,2024-09-03,2024-09-08,2024-09-08,Delivered
164063,64063,75,XpressBees,2025-06-28,2025-07-02,2025-07-01,Delivered
164064,64064,98,XpressBees,2025-05-17,2025-05-24,2025-05-26,Delivered
164065,64065,3,Delhivery,2026-01-14,2026-01-18,2026-01-20,Delivered
164066,64066,92,Ecom Express,2026-01-07,2026-01-10,2026-01-13,Delivered
164067,64067,72,XpressBees,2026-08-24,2026-08-29,2026-08-30,Delivered
164068,64068,74,XpressBees,2024-03-17,2024-03-18,2024-03-20,Delivered
164069,64069,32,Delhivery,2026-03-04,2026-03-09,2026-03-08,Delivered
164070,64070,45,BlueDart,2026-02-21,2026-02-28,2026-03-03,Delivered
164071,64071,92,DTDC,2025-12-22,2025-12-27,2025-12-27,Delivered
164072,64072,93,Ecom Express,2024-07-26,2024-07-28,2024-07-29,Delivered
164073,64073,12,Delhivery,2025-12-23,2025-12-27,2025-12-29,Delivered
164074,64074,28,XpressBees,2025-04-12,2025-04-17,2025-04-19,Delivered
164075,64075,89,Ecom Express,2024-09-28,2024-09-30,,Returned
164076,64076,44,BlueDart,2024-12-29,2025-01-01,2024-12-31,Delivered
164077,64077,36,BlueDart,2025-02-06,2025-02-09,2025-02-08,Delivered
164078,64078,43,Ecom Express,2025-12-21,2025-12-22,2025-12-23,Delivered
164079,64079,12,Ecom Express,2024-07-14,2024-07-18,2024-07-18,Delivered
164080,64080,53,Delhivery,2024-08-17,2024-08-20,2024-08-19,Delivered
164081,64081,11,DTDC,2024-12-25,2024-12-28,2024-12-31,Delivered
164082,64082,20,DTDC,2025-03-31,2025-04-05,2025-04-05,Delivered
164083,64083,63,Ecom Express,2026-07-08,2026-07-12,2026-07-13,Delivered
164084,64084,24,BlueDart,2024-09-16,2024-09-21,,Delayed
164085,64085,64,Ecom Express,2026-05-31,2026-06-04,2026-06-05,Delivered
164086,64086,42,Ecom Express,2024-02-26,2024-02-26,2024-02-27,Delivered
164087,64087,54,Delhivery,2025-05-12,2025-05-15,2025-05-14,Delivered
164088,64088,13,Ecom Express,2026-03-30,2026-04-01,2026-04-04,Delivered
164089,64089,8,XpressBees,2024-10-28,2024-11-03,2024-11-06,Delivered
164090,64090,4,Delhivery,2024-08-07,2024-08-11,2024-08-14,Delivered
164091,64091,66,BlueDart,2025-08-11,2025-08-15,,Returned
164092,64092,73,Ecom Express,2024-08-14,2024-08-18,2024-08-21,Delivered
164093,64093,36,DTDC,2024-01-18,2024-01-22,2024-01-23,Delivered
164094,64094,81,XpressBees,2024-02-16,2024-02-23,,In Transit
164095,64095,94,DTDC,2025-04-10,2025-04-13,2025-04-16,Delivered
164096,64096,21,DTDC,2025-05-02,2025-05-08,2025-05-07,Delivered
164097,64097,79,Delhivery,2024-01-27,2024-02-02,,Returned
164098,64098,5,BlueDart,2024-09-19,2024-09-23,2024-09-25,Delivered
164099,64099,42,BlueDart,2026-01-06,2026-01-10,,Delayed
164100,64100,88,BlueDart,2025-07-04,2025-07-07,2025-07-10,Delivered
164101,64101,86,Ecom Express,2025-08-17,2025-08-22,2025-08-21,Delivered
164102,64102,56,XpressBees,2025-12-03,2025-12-07,2025-12-08,Delivered
164103,64103,37,Ecom Express,2026-05-29,2026-05-30,2026-05-31,Delivered
164104,64104,55,BlueDart,2024-02-16,2024-02-20,2024-02-19,Delivered
164105,64105,94,BlueDart,2025-04-15,2025-04-17,,Returned
164106,64106,32,Ecom Express,2024-07-15,2024-07-19,2024-07-20,Delivered
164107,64107,37,XpressBees,2025-10-11,2025-10-12,2025-10-11,Delivered
164108,64108,42,Ecom Express,2025-01-16,2025-01-17,2025-01-18,Delivered
164109,64109,47,XpressBees,2024-06-01,2024-06-04,2024-06-06,Delivered
164110,64110,63,XpressBees,2026-05-04,2026-05-09,2026-05-09,Delivered
164111,64111,41,XpressBees,2025-05-15,2025-05-20,2025-05-21,Delivered
164112,64112,47,Delhivery,2024-04-17,2024-04-19,2024-04-21,Delivered
164113,64113,44,Ecom Express,2024-08-06,2024-08-13,2024-08-15,Delivered
164114,64114,31,XpressBees,2025-12-24,2025-12-30,2025-12-29,Delivered
164115,64115,75,DTDC,2025-04-03,2025-04-05,2025-04-05,Delivered
164116,64116,40,BlueDart,2026-07-15,2026-07-20,2026-07-22,Delivered
164117,64117,43,Delhivery,2024-02-21,2024-02-26,,In Transit
164118,64118,92,BlueDart,2024-03-17,2024-03-21,2024-03-21,Delivered
164119,64119,24,DTDC,2025-10-31,2025-11-02,2025-11-01,Delivered
164120,64120,20,Ecom Express,2024-11-20,2024-11-26,2024-11-28,Delivered
164121,64121,1,Ecom Express,2026-04-28,2026-05-05,,In Transit
164122,64122,76,Delhivery,2026-01-17,2026-01-19,,In Transit
164123,64123,74,DTDC,2024-01-25,2024-01-28,2024-01-31,Delivered
164124,64124,24,BlueDart,2026-06-29,2026-07-03,2026-07-02,Delivered
164125,64125,31,Ecom Express,2026-07-14,2026-07-20,2026-07-19,Delivered
164126,64126,81,DTDC,2024-08-30,2024-09-01,2024-08-31,Delivered
164127,64127,41,BlueDart,2025-08-19,2025-08-22,2025-08-21,Delivered
164128,64128,24,DTDC,2025-09-14,2025-09-17,2025-09-19,Delivered
164129,64129,48,XpressBees,2024-02-07,2024-02-10,2024-02-12,Delivered
164130,64130,15,Delhivery,2025-12-10,2025-12-13,2025-12-13,Delivered
164131,64131,44,Delhivery,2026-07-29,2026-08-04,2026-08-07,Delivered
164132,64132,38,XpressBees,2025-01-26,2025-02-03,2025-02-05,Delivered
164133,64133,54,Delhivery,2026-08-16,2026-08-21,2026-08-23,Delivered
164134,64134,7,XpressBees,2025-10-11,2025-10-16,,In Transit
164135,64135,87,XpressBees,2025-12-16,2025-12-18,2025-12-19,Delivered
164136,64136,78,BlueDart,2025-06-19,2025-06-23,2025-06-25,Delivered
164137,64137,53,BlueDart,2025-11-02,2025-11-06,2025-11-05,Delivered
164138,64138,1,BlueDart,2026-06-29,2026-07-05,2026-07-05,Delivered
164139,64139,90,XpressBees,2025-07-28,2025-08-01,2025-08-03,Delivered
164140,64140,91,BlueDart,2025-06-07,2025-06-13,2025-06-12,Delivered
164141,64141,84,DTDC,2024-06-15,2024-06-20,2024-06-19,Delivered
164142,64142,6,XpressBees,2025-05-18,2025-05-24,2025-05-24,Delivered
164143,64143,25,XpressBees,2026-04-19,2026-04-22,2026-04-24,Delivered
164144,64144,29,Ecom Express,2025-10-11,2025-10-15,2025-10-14,Delivered
164145,64145,27,Delhivery,2025-11-27,2025-12-02,2025-12-02,Delivered
164146,64146,98,Delhivery,2024-05-29,2024-05-30,2024-05-31,Delivered
164147,64147,59,Ecom Express,2026-04-03,2026-04-04,2026-04-04,Delivered
164148,64148,4,BlueDart,2025-05-30,2025-06-02,2025-06-05,Delivered
164149,64149,25,DTDC,2025-03-18,2025-03-22,2025-03-23,Delivered
164150,64150,13,Ecom Express,2024-02-21,2024-02-23,2024-02-24,Delivered
164151,64151,46,Ecom Express,2026-05-18,2026-05-23,2026-05-22,Delivered
164152,64152,27,DTDC,2025-09-02,2025-09-03,2025-09-02,Delivered
164153,64153,73,BlueDart,2024-10-29,2024-11-03,2024-11-03,Delivered
164154,64154,59,Delhivery,2025-06-02,2025-06-09,2025-06-10,Delivered
164155,64155,66,BlueDart,2026-05-31,2026-06-03,,Delayed
164156,64156,47,DTDC,2026-03-26,2026-04-01,2026-03-31,Delivered
164157,64157,77,BlueDart,2024-10-18,2024-10-21,2024-10-20,Delivered
164158,64158,35,DTDC,2026-02-13,2026-02-18,,Delayed
164159,64159,1,DTDC,2024-01-09,2024-01-11,2024-01-13,Delivered
164160,64160,29,XpressBees,2025-02-24,2025-02-26,2025-03-01,Delivered
164161,64161,28,XpressBees,2025-06-17,2025-06-22,2025-06-24,Delivered
164162,64162,98,Ecom Express,2025-10-02,2025-10-05,2025-10-04,Delivered
164163,64163,91,XpressBees,2024-01-02,2024-01-04,2024-01-04,Delivered
164164,64164,81,XpressBees,2024-10-24,2024-10-26,2024-10-28,Delivered
164165,64165,100,Ecom Express,2024-09-06,2024-09-14,,In Transit
164166,64166,94,XpressBees,2025-01-11,2025-01-14,2025-01-17,Delivered
164167,64167,8,DTDC,2025-11-01,2025-11-09,2025-11-09,Delivered
164168,64168,66,Delhivery,2024-03-17,2024-03-19,2024-03-22,Delivered
164169,64169,42,XpressBees,2025-12-30,2026-01-02,2026-01-01,Delivered
164170,64170,53,XpressBees,2024-04-09,2024-04-11,2024-04-12,Delivered
164171,64171,74,XpressBees,2025-05-08,2025-05-13,2025-05-12,Delivered
164172,64172,4,Ecom Express,2026-03-05,2026-03-11,2026-03-10,Delivered
164173,64173,81,Delhivery,2026-05-03,2026-05-06,2026-05-07,Delivered
164174,64174,55,BlueDart,2026-08-03,2026-08-03,,In Transit
164175,64175,30,Delhivery,2025-02-25,2025-02-26,2025-02-28,Delivered
164176,64176,80,Delhivery,2025-04-20,2025-04-25,2025-04-27,Delivered
164177,64177,64,Delhivery,2026-05-27,2026-05-28,2026-05-27,Delivered
164178,64178,73,DTDC,2024-05-04,2024-05-12,2024-05-15,Delivered
164179,64179,31,DTDC,2026-06-03,2026-06-09,2026-06-11,Delivered
164180,64180,11,Delhivery,2024-03-29,2024-04-01,2024-04-04,Delivered
164181,64181,13,Delhivery,2024-03-31,2024-04-06,,Delayed
164182,64182,19,Delhivery,2024-02-17,2024-02-17,,Delayed
164183,64183,24,Delhivery,2024-08-13,2024-08-16,2024-08-15,Delivered
