return_id,order_item_id,return_date,return_reason,return_status,refund_amount_inr
182621,99934,2024-12-18,Quality Issue,Refunded,1161.68
182622,115518,2024-05-14,Changed Mind,Refunded,1220.54
182623,97492,2024-05-25,Changed Mind,Refunded,653.81
182624,111561,2026-08-28,Damaged,Approved,749.13
182625,117551,2026-07-26,Damaged,Refunded,541.88
182626,116709,2025-01-18,Damaged,Refunded,653.05
182627,107636,2026-04-16,Changed Mind,Refunded,1372.96
182628,100139,2025-10-07,Quality Issue,Refunded,686.99
182629,98152,2025-10-21,Quality Issue,Approved,1081.91
182630,107476,2024-04-04,Damaged,Approved,988.11
182631,93180,2024-01-27,Quality Issue,Refunded,1431.21
182632,100831,2026-09-02,Wrong Item,Refunded,1278.33
182633,109451,2025-10-09,Size Issue,Refunded,1026.14
182634,111294,2024-04-13,Wrong Item,Refunded,598.23
182635,115502,2024-11-14,Quality Issue,Approved,838.39
182636,111285,2024-10-12,Size Issue,Refunded,1236.34
182637,115493,2025-11-17,Damaged,Refunded,1802.21
182638,111107,2024-05-11,Size Issue,Approved,2122.34
182639,93129,2026-06-17,Damaged,Refunded,892.79
182640,93268,2024-06-14,Quality Issue,Approved,1580.84
182641,101742,2026-06-22,Wrong Item,Approved,611.97
182642,100981,2025-06-30,Quality Issue,Refunded,2344.06
182643,107435,2024-05-01,Size Issue,Approved,4094.82
182644,103554,2025-08-30,Changed Mind,Refunded,362.45
182645,117045,2025-12-14,Quality Issue,Approved,1025.36
182646,106862,2026-05-06,Quality Issue,Approved,896.39
182647,97987,2026-04-03,Damaged,Refunded,1854.21
182648,111160,2024-07-08,Quality Issue,Approved,905.8
182649,99271,2025-05-22,Changed Mind,Refunded,1617.98
182650,113796,2024-05-09,Size Issue,Approved,2008.08
182651,112853,2024-06-17,Changed Mind,Approved,1290.4
182652,101204,2025-03-22,Changed Mind,Refunded,1976.5
182653,92303,2025-06-30,Damaged,Approved,2571.39
182654,110106,2026-08-05,Changed Mind,Approved,483.21
182655,104050,2024-07-29,Damaged,Refunded,1177.83
182656,112605,2026-01-14,Damaged,Approved,1216.63
182657,120917,2024-01-26,Size Issue,Refunded,2416.98
182658,103542,2025-12-27,Quality Issue,Refunded,3987.14
182659,103991,2025-04-17,Changed Mind,Approved,5966.37
182660,102581,2024-08-17,Changed Mind,Refunded,1344.47
182661,91865,2026-07-15,Damaged,Refunded,1836.71
182662,110252,2025-12-22,Size Issue,Approved,865.4
182663,118155,2025-07-06,Quality Issue,Refunded,3258.71
182664,106382,2026-04-24,Quality Issue,Approved,4053.62
182665,101884,2026-04-05,Damaged,Refunded,284.08
182666,103289,2024-11-28,Wrong Item,Refunded,824.2
182667,102232,2025-02-04,Damaged,Refunded,2236.81
182668,119657,2026-08-23,Size Issue,Approved,505.34
182669,114826,2024-09-17,Quality Issue,Refunded,1099.17
182670,107613,2024-08-15,Wrong Item,Refunded,3996.62
182671,103317,2024-02-11,Size Issue,Approved,2415.64
182672,90146,2025-10-22,Size Issue,Approved,2154.05
182673,98197,2024-03-04,Size Issue,Refunded,616.68
182674,94242,2026-07-20,Size Issue,Refunded,2729.73
182675,93899,2025-03-06,Wrong Item,Approved,925.52
182676,110602,2025-07-13,Wrong Item,Refunded,2115.62
182677,96538,2024-11-16,Quality Issue,Approved,1150.2
182678,102282,2026-06-13,Quality Issue,Refunded,2132.75
182679,95745,2026-06-03,Damaged,Rejected,6424.49
182680,110365,2026-05-04,Damaged,Rejected,658.78
182681,96693,2024-10-28,Size Issue,Refunded,1556.34
182682,97135,2025-06-11,Wrong Item,Approved,2068.69
182683,112414,2024-02-23,Quality Issue,Refunded,1347.16
182684,112217,2024-05-21,Damaged,Refunded,5679.02
182685,102072,2024-06-15,Damaged,Approved,1198.1
182686,108421,2024-12-01,Size Issue,Approved,2578.63
182687,90725,2024-06-28,Changed Mind,Rejected,1365.0
182688,113467,2024-03-24,Quality Issue,Approved,1039.63
182689,99113,2025-09-30,Damaged,Refunded,6465.72
182690,112323,2025-04-15,Damaged,Approved,1517.76
182691,115454,2024-08-09,Changed Mind,Refunded,539.45
182692,95902,2025-08-22,Changed Mind,Approved,332.14
182693,94526,2024-03-23,Damaged,Refunded,1754.2
182694,96442,2024-08-18,Damaged,Rejected,981.06
182695,99087,2025-12-24,Quality Issue,Approved,2518.11
182696,104275,2024-03-24,Size Issue,Approved,5611.55
182697,98552,2026-07-01,Size Issue,Approved,1237.57
182698,95491,2026-05-01,Size Issue,Rejected,849.96
182699,119290,2024-08-29,Size Issue,Refunded,259.4
182700,116650,2025-12-07,Size Issue,Approved,222.26
182701,120770,2024-03-12,Changed Mind,Approved,2682.11
182702,117600,2025-01-17,Damaged,Rejected,1546.96
182703,100418,2024-11-18,Size Issue,Approved,4014.54
182704,102840,2026-04-22,Size Issue,Approved,1307.14
182705,101656,2025-07-24,Wrong Item,Refunded,6360.48
182706,117847,2024-12-24,Damaged,Refunded,1332.72
182707,114917,2024-10-14,Wrong Item,Approved,1095.61
182708,114058,2024-10-01,Wrong Item,Refunded,834.14
182709,110181,2025-11-02,Damaged,Approved,692.4
182710,105906,2026-01-14,Quality Issue,Approved,1322.84
182711,104063,2024-11-10,Changed Mind,Approved,1799.41
182712,117240,2024-05-18,Size Issue,Approved,1718.25
182713,96217,2024-12-31,Quality Issue,Rejected,10398.0
182714,104100,2026-05-01,Changed Mind,Approved,3735.98
182715,120011,2024-10-27,Changed Mind,Refunded,2238.29
182716,118501,2024-01-26,Damaged,Refunded,1682.22
182717,100754,2025-09-22,Changed Mind,Refunded,2139.14
182718,107279,2025-12-05,Damaged,Refunded,4611.8
182719,98411,2025-05-16,Size Issue,Approved,3803.12
182720,107355,2026-06-18,Wrong Item,Approved,2242.73
182721,109792,2024-11-29,Damaged,Refunded,1878.27
182722,112192,2026-01-01,Size Issue,Refunded,715.74
182723,103339,2024-08-07,Size Issue,Refunded,2364.81
182724,101577,2026-06-04,Wrong Item,Refunded,773.59
182725,112989,2024-11-14,Size Issue,Refunded,994.78
182726,100777,2024-06-21,Changed Mind,Refunded,600.41
182727,117686,2025-09-26,Wrong Item,Refunded,437.41
182728,115068,2024-04-10,Changed Mind,Rejected,1869.02
182729,106170,2026-09-11,Wrong Item,Approved,1392.27
182730,116055,2025-01-21,Damaged,Refunded,813.67
182731,102686,2025-11-15,Size Issue,Refunded,626.49
182732,114508,2025-12-30,Changed Mind,Rejected,677.87
182733,117066,2024-09-05,Quality Issue,Refunded,1062.99
182734,115280,2026-05-29,Wrong Item,Refunded,553.37
182735,104867,2024-10-25,Wrong Item,Rejected,1294.94
182736,116221,2024-02-11,Damaged,Rejected,1511.42
182737,90316,2025-08-31,Wrong Item,Approved,3329.48
182738,108594,2024-07-11,Quality Issue,Approved,497.3
182739,113032,2025-02-23,Quality Issue,Approved,4133.57
182740,113791,2025-04-08,Damaged,Refunded,812.77
182741,117735,2025-11-23,Damaged,Approved,1889.03
182742,106432,2026-07-03,Damaged,Refunded,2285.14
182743,92955,2024-07-22,Size Issue,Approved,933.29
182744,112843,2025-01-08,Size Issue,Rejected,537.44
182745,94687,2025-05-26,Size Issue,Refunded,1607.75
182746,101131,2024-04-19,Size Issue,Refunded,593.95
182747,98958,2024-03-22,Quality Issue,Refunded,1277.88
182748,107639,2025-07-19,Size Issue,Approved,591.72
182749,117146,2025-09-25,Quality Issue,Refunded,388.23
182750,114223,2026-03-11,Wrong Item,Refunded,1065.31
182751,108636,2025-02-09,Wrong Item,Refunded,1339.48
182752,101844,2026-02-12,Wrong Item,Refunded,4296.22
182753,99256,2026-09-01,Quality Issue,Refunded,1704.98
182754,94118,2026-08-16,Size Issue,Approved,1983.02
182755,107460,2026-04-06,Quality Issue,Approved,4714.65
182756,99216,2024-10-27,Changed Mind,Approved,653.68
182757,118901,2026-02-07,Size Issue,Approved,3550.42
182758,98361,2026-07-26,Quality Issue,Refunded,4080.16
182759,113742,2024-02-11,Damaged,Approved,1004.74
182760,95274,2024-08-23,Size Issue,Refunded,1517.03
182761,104481,2026-08-14,Quality Issue,Refunded,1013.89
182762,112083,2026-05-05,Quality Issue,Approved,874.88
182763,104814,2024-11-05,Size Issue,Approved,544.21
182764,117910,2025-09-22,Wrong Item,Approved,1603.08
182765,93546,2026-02-21,Size Issue,Approved,2017.89
182766,106622,2024-03-11,Size Issue,Approved,1737.34
182767,93698,2026-06-25,Quality Issue,Approved,793.94
182768,115777,2024-04-18,Size Issue,Rejected,3699.99
182769,100200,2026-02-16,Changed Mind,Approved,4656.04
182770,101841,2025-09-29,Wrong Item,Refunded,1371.73
182771,106846,2025-12-10,Damaged,Refunded,987.56
182772,116119,2024-08-22,Changed Mind,Refunded,875.61
182773,98840,2026-04-05,Wrong Item,Approved,1133.03
182774,108516,2025-03-28,Changed Mind,Approved,1534.35
182775,112244,2026-07-15,Size Issue,Approved,921.35
182776,119893,2026-02-20,Changed Mind,Approved,1812.6
182777,110631,2026-02-23,Wrong Item,Rejected,724.5
182778,111782,2025-10-20,Wrong Item,Approved,1628.35
182779,106087,2026-08-04,Changed Mind,Refunded,1724.69
182780,110847,2026-03-15,Damaged,Refunded,1788.12
182781,116571,2024-01-26,Wrong Item,Refunded,2921.69
182782,114268,2025-09-11,Size Issue,Approved,1851.22
182783,111156,2026-01-05,Size Issue,Rejected,763.75
182784,115054,2026-06-29,Size Issue,Rejected,1156.51
182785,105908,2024-05-21,Wrong Item,Approved,3990.02
182786,115142,2025-09-06,Quality Issue,Refunded,800.02
182787,110525,2024-07-09,Size Issue,Approved,648.76
182788,111877,2025-05-15,Changed Mind,Approved,1214.4
182789,106530,2026-04-07,Changed Mind,Refunded,1885.14
182790,115671,2024-07-31,Size Issue,Refunded,678.22
182791,110934,2026-01-02,Size Issue,Rejected,4005.18
182792,107701,2024-04-06,Damaged,Refunded,514.38
182793,98848,2024-05-07,Size Issue,Approved,2721.7
182794,92272,2025-04-21,Quality Issue,Refunded,2715.59
182795,103988,2026-09-07,Size Issue,Refunded,428.34
182796,97923,2025-06-24,Size Issue,Rejected,861.69
182797,106660,2026-08-20,Quality Issue,Refunded,5651.05
182798,104728,2024-09-05,Damaged,Approved,5324.42
182799,98488,2024-06-02,Quality Issue,Refunded,2730.51
182800,101803,2026-05-13,Size Issue,Refunded,6079.15
182801,118974,2024-08-26,Damaged,Approved,335.66
182802,105146,2024-12-16,Damaged,Refunded,4101.47
182803,115522,2024-01-31,Damaged,Refunded,998.25
182804,93278,2024-06-14,Size Issue,Refunded,703.82
182805,96770,2024-05-29,Size Issue,Refunded,4567.24
182806,99635,2024-08-03,Damaged,Refunded,891.35
182807,109256,2026-07-08,Wrong Item,Approved,3149.39
182808,115922,2025-07-27,Quality Issue,Refunded,797.42
182809,112997,2025-11-02,Size Issue,Refunded,927.15
182810,120307,2026-03-29,Size Issue,Refunded,1595.34
182811,106439,2024-06-02,Size Issue,Refunded,1406.81
182812,117786,2025-04-21,Size Issue,Rejected,1829.72
182813,94940,2024-11-30,Size Issue,Refunded,772.1
182814,101507,2024-08-15,Damaged,Refunded,2309.18
182815,93465,2026-04-21,Damaged,Refunded,1475.99
182816,119374,2025-03-20,Wrong Item,Approved,1410.21
182817,108059,2026-07-07,Changed Mind,Approved,1515.79
182818,103491,2025-05-29,Damaged,Rejected,629.26
182819,95573,2024-11-05,Damaged,Refunded,784.79
182820,94062,2025-01-05,Quality Issue,Refunded,2301.79
182821,90742,2024-10-09,Size Issue,Refunded,1828.54
182822,97191,2026-03-13,Changed Mind,Approved,1181.26
182823,98523,2026-02-03,Wrong Item,Refunded,2145.36
182824,96888,2025-09-30,Wrong Item,Refunded,4405.49
182825,112857,2025-01-31,Wrong Item,Refunded,1978.46
182826,98883,2026-07-22,Damaged,Refunded,669.09
182827,98806,2025-10-18,Quality Issue,Refunded,4577.09
182828,101556,2024-02-15,Quality Issue,Approved,902.34
182829,102435,2024-08-04,Size Issue,Approved,3855.79
182830,108617,2026-05-12,Wrong Item,Approved,481.12
182831,97072,2024-04-12,Damaged,Refunded,469.42
182832,119506,2025-03-24,Quality Issue,Approved,615.03
182833,113113,2026-04-19,Size Issue,Refunded,771.32
182834,103006,2026-05-05,Quality Issue,Approved,2006.18
182835,97079,2026-03-11,Quality Issue,Refunded,1505.74
182836,115606,2025-08-06,Damaged,Approved,742.19
182837,96046,2025-02-05,Quality Issue,Refunded,2493.56
182838,119035,2025-06-02,Damaged,Rejected,2260.9
182839,103380,2026-04-19,Size Issue,Refunded,271.24
182840,117351,2026-03-09,Size Issue,Approved,1333.85
182841,98398,2025-11-24,Size Issue,Refunded,825.98
182842,117439,2024-07-02,Wrong Item,Refunded,1597.68
182843,107420,2024-10-08,Size Issue,Refunded,785.49
182844,113723,2026-07-27,Quality Issue,Refunded,1039.19
182845,92528,2026-03-28,Wrong Item,Approved,1140.83
182846,94988,2026-08-14,Wrong Item,Refunded,737.99
182847,111950,2025-05-24,Quality Issue,Refunded,1073.69
182848,99563,2025-06-01,Wrong Item,Approved,2961.42
182849,95423,2025-04-19,Size Issue,Approved,1105.11
182850,119074,2026-09-07,Damaged,Approved,1473.74
182851,110153,2025-04-20,Wrong Item,Approved,1572.55
182852,98842,2024-01-21,Wrong Item,Refunded,1476.49
182853,96013,2026-04-07,Size Issue,Approved,1053.32
182854,117322,2024-09-09,Changed Mind,Approved,2346.05
182855,102804,2024-06-13,Size Issue,Approved,1427.96
182856,114513,2025-04-22,Quality Issue,Refunded,6423.2
182857,118586,2024-12-01,Changed Mind,Approved,1547.96
182858,101273,2026-02-04,Size Issue,Approved,466.98
182859,115589,2026-01-18,Quality Issue,Approved,1229.58
182860,115390,2026-04-14,Quality Issue,Refunded,816.18
182861,95921,2025-08-04,Wrong Item,Rejected,2437.37
182862,117415,2026-01-20,Changed Mind,Refunded,1483.55
182863,120103,2026-06-10,Size Issue,Approved,769.34
182864,91782,2025-12-11,Size Issue,Approved,1676.39
182865,113231,2026-06-05,Size Issue,Rejected,649.78
182866,109244,2024-05-03,Quality Issue,Approved,1886.59
182867,95182,2026-04-16,Quality Issue,Refunded,1676.3
182868,109041,2026-02-04,Size Issue,Approved,678.66
182869,100717,2024-04-08,Damaged,Approved,258.92
182870,115937,2024-10-03,Quality Issue,Refunded,936.0
182871,94194,2025-04-24,Size Issue,Refunded,8156.52
182872,105844,2024-10-15,Damaged,Rejected,1159.31
182873,94656,2024-12-11,Damaged,Refunded,1901.21
182874,119990,2026-05-17,Quality Issue,Refunded,999.59
182875,90349,2025-02-20,Wrong Item,Refunded,6333.91
182876,104985,2025-05-08,Changed Mind,Refunded,1407.46
182877,99646,2026-04-16,Wrong Item,Refunded,693.52
182878,97683,2026-03-06,Changed Mind,Approved,1328.1
182879,93953,2025-09-12,Size Issue,Refunded,2362.81
182880,114035,2026-05-24,Size Issue,Rejected,1790.82
182881,119269,2024-06-21,Quality Issue,Refunded,1409.06
182882,112571,2024-09-08,Size Issue,Refunded,1264.49
182883,107577,2025-12-16,Size Issue,Refunded,1017.46
182884,118326,2025-10-03,Wrong Item,Approved,1496.18
182885,91435,2025-10-14,Wrong Item,Refunded,3673.01
182886,117670,2024-02-16,Damaged,Refunded,1613.36
182887,116108,2024-03-05,Changed Mind,Approved,2070.34
182888,99498,2024-07-26,Quality Issue,Refunded,1859.39
182889,118655,2024-10-02,Changed Mind,Approved,1570.74
182890,117922,2026-02-08,Quality Issue,Rejected,2171.59
182891,111352,2026-06-18,Damaged,Rejected,2169.56
182892,118468,2026-06-19,Damaged,Rejected,933.02
182893,98122,2025-08-29,Size Issue,Rejected,3506.72
182894,102491,2024-07-22,Quality Issue,Approved,1397.79
182895,119702,2025-07-29,Changed Mind,Refunded,2281.88
182896,104724,2025-01-04,Size Issue,Approved,319.79
182897,102697,2025-07-02,Wrong Item,Approved,1456.26
182898,90561,2024-11-14,Wrong Item,Approved,340.8
182899,105888,2026-01-08,Quality Issue,Refunded,326.56
182900,119504,2025-06-12,Damaged,Approved,506.24
182901,99572,2025-01-13,Wrong Item,Approved,6384.48
182902,91821,2026-05-04,Size Issue,Refunded,2732.13
182903,111283,2026-05-16,Size Issue,Refunded,641.61
182904,112578,2025-05-15,Changed Mind,Rejected,3748.61
182905,117585,2024-07-07,Wrong Item,Approved,5528.68
182906,114572,2024-07-27,Size Issue,Approved,722.88
182907,103307,2025-02-23,Wrong Item,Refunded,453.67
182908,117382,2025-04-30,Quality Issue,Approved,1195.57
182909,105758,2024-01-21,Size Issue,Refunded,971.65
182910,93798,2024-05-12,Quality Issue,Approved,746.85
182911,102661,2024-09-23,Wrong Item,Approved,251.43
182912,114862,2025-02-15,Size Issue,Rejected,1002.59
182913,98475,2026-01-06,Changed Mind,Approved,2576.91
182914,103659,2025-07-01,Damaged,Refunded,1097.51
182915,115923,2025-07-31,Changed Mind,Approved,811.86
182916,118433,2024-11-03,Changed Mind,Refunded,1129.67
182917,102021,2025-04-26,Damaged,Approved,913.21
182918,96755,2026-04-02,Size Issue,Approved,310.88
182919,98649,2024-07-22,Size Issue,Refunded,1940.79
182920,95004,2025-01-01,Changed Mind,Refunded,1035.15
182921,111569,2024-04-09,Damaged,Rejected,2298.67
182922,90167,2024-11-22,Size Issue,Approved,6117.11
182923,112143,2025-10-17,Wrong Item,Approved,1345.99
182924,112620,2026-06-08,Damaged,Approved,13299.28
182925,117402,2025-02-20,Quality Issue,Refunded,2094.6
182926,100555,2025-03-19,Damaged,Approved,3270.62
182927,103001,2024-04-29,Quality Issue,Approved,942.5
182928,101944,2024-11-19,Damaged,Approved,699.73
182929,93021,2025-01-14,Wrong Item,Refunded,2184.98
182930,94753,2025-10-13,Quality Issue,Approved,1585.74
182931,110556,2025-12-18,Damaged,Approved,552.29
182932,107432,2025-11-07,Changed Mind,Refunded,3315.64
182933,94405,2024-11-29,Size Issue,Approved,360.57
182934,102089,2025-10-05,Size Issue,Refunded,677.99
182935,108300,2024-06-22,Quality Issue,Rejected,3287.95
182936,120045,2024-11-21,Wrong Item,Approved,2062.45
182937,100676,2026-04-09,Size Issue,Refunded,1157.71
182938,103873,2024-04-21,Wrong Item,Refunded,1808.71
182939,115836,2025-09-11,Size Issue,Refunded,1210.07
182940,119681,2026-04-23,Changed Mind,Refunded,2019.75
182941,117134,2025-04-06,Damaged,Rejected,331.26
182942,97796,2025-04-24,Changed Mind,Rejected,2384.42
182943,116144,2024-11-19,Changed Mind,Approved,883.28
182944,93745,2025-02-14,Size Issue,Refunded,720.1
182945,108401,2026-06-10,Damaged,Approved,1386.37
182946,94742,2026-07-25,Wrong Item,Rejected,3988.91
182947,111943,2026-02-15,Size Issue,Rejected,3380.55
182948,104223,2025-05-08,Size Issue,Approved,6699.97
182949,114430,2026-06-19,Changed Mind,Approved,384.21
182950,94620,2024-02-22,Changed Mind,Approved,381.02
182951,117976,2024-03-30,Size Issue,Approved,1766.08
182952,105820,2024-07-13,Size Issue,Approved,1493.3
182953,107268,2026-04-27,Damaged,Approved,3168.93
182954,114836,2024-12-08,Quality Issue,Approved,1727.08
182955,101885,2024-10-15,Size Issue,Refunded,440.61
182956,120129,2026-05-07,Quality Issue,Refunded,6826.01
182957,118125,2025-12-08,Wrong Item,Refunded,1083.18
182958,118753,2026-05-19,Size Issue,Refunded,569.92
182959,99645,2026-04-25,Quality Issue,Approved,849.05
182960,106740,2025-07-24,Quality Issue,Approved,3486.56
182961,115881,2024-02-09,Size Issue,Refunded,3383.29
182962,94815,2025-01-09,Damaged,Refunded,525.62
182963,107642,2024-08-22,Damaged,Refunded,3684.1
182964,115909,2025-11-28,Size Issue,Refunded,459.7
182965,100854,2025-01-17,Size Issue,Approved,640.81
182966,116943,2025-08-31,Damaged,Approved,3239.54
182967,117330,2024-11-05,Damaged,Approved,1128.8
182968,91853,2024-04-10,Size Issue,Rejected,3892.68
182969,119547,2026-01-28,Changed Mind,Approved,1158.54
182970,103300,2024-10-31,Quality Issue,Refunded,755.62
182971,96650,2026-04-03,Wrong Item,Approved,2682.38
182972,99286,2026-02-23,Changed Mind,Refunded,1738.04
182973,109910,2025-09-01,Size Issue,Approved,858.12
182974,101360,2024-03-20,Changed Mind,Refunded,761.57
182975,97248,2025-01-13,Size Issue,Approved,500.51
182976,111430,2026-03-19,Size Issue,Refunded,2061.04
182977,98646,2024-05-17,Quality Issue,Refunded,2770.9
182978,96218,2026-07-21,Size Issue,Approved,1744.3
182979,108012,2025-09-03,Size Issue,Rejected,4641.54
182980,93573,2026-03-17,Quality Issue,Refunded,2479.11
182981,114291,2024-10-22,Quality Issue,Approved,237.14
182982,90295,2025-02-24,Changed Mind,Refunded,1112.96
182983,112746,2024-07-04,Changed Mind,Refunded,5765.13
182984,92974,2026-05-05,Wrong Item,Refunded,446.95
182985,92354,2025-08-14,Damaged,Approved,1401.49
182986,93685,2025-11-28,Damaged,Approved,988.57
182987,105985,2025-12-12,Size Issue,Approved,1297.15
182988,103861,2025-07-01,Damaged,Refunded,1843.25
182989,118336,2026-04-03,Damaged,Approved,685.62
182990,92634,2025-08-04,Changed Mind,Approved,2448.41
182991,95461,2024-10-04,Changed Mind,Approved,1468.49
182992,98077,2024-01-22,Changed Mind,Refunded,699.88
182993,100811,2024-12-26,Size Issue,Refunded,3828.88
182994,109656,2024-07-07,Wrong Item,Approved,3482.76
182995,95381,2026-04-06,Damaged,Refunded,271.48
182996,110935,2024-05-22,Quality Issue,Refunded,9796.58
182997,111181,2026-01-05,Size Issue,Refunded,1454.98
182998,95564,2026-06-30,Size Issue,Rejected,1059.22
182999,117498,2025-10-16,Wrong Item,Approved,1141.43
183000,108810,2024-03-25,Size Issue,Refunded,1775.31
183001,115330,2025-04-06,Wrong Item,Rejected,995.61
183002,106239,2025-04-06,Size Issue,Approved,1105.65
183003,107590,2025-09-16,Quality Issue,Approved,628.06
183004,103615,2025-12-31,Changed Mind,Refunded,3812.0
183005,91533,2026-09-04,Quality Issue,Approved,3370.03
183006,106825,2025-08-12,Quality Issue,Refunded,6307.82
183007,105219,2024-06-19,Changed Mind,Refunded,4810.34
183008,111069,2024-07-18,Wrong Item,Approved,2111.11
183009,104491,2025-04-16,Changed Mind,Refunded,2966.22
183010,93862,2024-06-24,Damaged,Refunded,3310.43
183011,95370,2024-07-19,Wrong Item,Refunded,3148.97
183012,118360,2025-06-21,Damaged,Approved,2537.21
183013,106528,2024-06-11,Changed Mind,Refunded,740.54
183014,112498,2024-07-05,Wrong Item,Refunded,1222.73
183015,110595,2026-06-14,Size Issue,Refunded,1216.77
183016,101578,2024-12-12,Size Issue,Refunded,1592.98
183017,91915,2024-08-28,Size Issue,Approved,1363.08
183018,97793,2025-11-16,Wrong Item,Refunded,1348.85
183019,98838,2026-04-04,Quality Issue,Refunded,913.81
183020,93830,2024-12-09,Size Issue,Refunded,938.81
183021,112740,2025-04-04,Changed Mind,Refunded,1741.04
183022,112460,2026-05-03,Wrong Item,Refunded,3127.12
183023,96686,2026-06-11,Size Issue,Refunded,26514.03
183024,95329,2024-05-16,Damaged,Approved,1372.8
183025,100201,2026-02-15,Damaged,Approved,1089.61
183026,118486,2024-12-11,Size Issue,Approved,449.3
183027,108658,2024-12-30,Size Issue,Approved,2707.9
183028,98495,2024-07-29,Quality Issue,Refunded,823.89
183029,119963,2026-08-30,Size Issue,Refunded,1136.24
183030,93031,2024-10-30,Size Issue,Refunded,3138.02
183031,105326,2026-05-20,Size Issue,Refunded,792.55
183032,98520,2024-11-12,Size Issue,Approved,433.64
183033,111489,2024-10-07,Wrong Item,Rejected,1032.76
183034,104791,2025-08-16,Quality Issue,Approved,2719.1
183035,96850,2025-03-11,Changed Mind,Refunded,1727.69
183036,105396,2025-01-10,Quality Issue,Approved,3583.81
183037,116018,2024-06-19,Quality Issue,Approved,2054.93
183038,112644,2025-04-22,Damaged,Refunded,1205.48
183039,116143,2025-02-11,Size Issue,Approved,565.76
183040,115818,2026-05-23,Changed Mind,Approved,1821.73
183041,93667,2025-09-03,Quality Issue,Refunded,1952.83
183042,103494,2026-01-24,Wrong Item,Refunded,754.27
183043,106975,2026-08-15,Quality Issue,Approved,1626.15
183044,117185,2026-09-02,Quality Issue,Approved,2177.18
183045,101751,2025-01-26,Wrong Item,Refunded,1314.15
183046,100927,2024-04-29,Wrong Item,Refunded,1830.88
183047,95849,2024-01-14,Damaged,Refunded,3457.44
183048,103590,2026-02-15,Size Issue,Approved,1265.31
183049,120488,2026-02-17,Damaged,Refunded,1879.6
183050,119783,2024-07-12,Size Issue,Refunded,1152.29
183051,115267,2025-12-08,Damaged,Approved,1342.83
183052,114637,2025-11-25,Wrong Item,Refunded,1649.01
183053,111232,2024-03-03,Changed Mind,Refunded,5031.35
183054,107202,2026-01-16,Damaged,Refunded,3583.04
183055,106347,2024-04-30,Damaged,Refunded,3468.24
183056,105278,2025-05-24,Changed Mind,Refunded,1969.39
183057,97561,2025-07-04,Wrong Item,Approved,6086.14
183058,94313,2026-04-17,Quality Issue,Refunded,827.49
183059,98728,2024-10-09,Wrong Item,Refunded,3466.5
183060,99414,2025-02-07,Wrong Item,Refunded,459.02
183061,104388,2026-05-17,Size Issue,Rejected,806.98
183062,107606,2024-01-07,Changed Mind,Refunded,2781.54
183063,93580,2024-12-20,Damaged,Refunded,10978.26
183064,114240,2025-03-11,Quality Issue,Approved,403.8
183065,120403,2026-02-18,Wrong Item,Refunded,1166.82
183066,110303,2026-03-16,Wrong Item,Approved,965.11
183067,96987,2024-12-02,Size Issue,Approved,2377.26
183068,103743,2025-05-05,Size Issue,Refunded,1960.49
183069,116968,2025-04-20,Size Issue,Approved,1180.38
183070,110129,2024-04-23,Quality Issue,Approved,1772.62
183071,98079,2026-08-18,Quality Issue,Refunded,1344.7
183072,91758,2026-04-15,Damaged,Refunded,360.53
183073,93400,2026-08-30,Quality Issue,Refunded,983.48
183074,91460,2024-01-28,Size Issue,Refunded,2016.83
183075,111533,2025-11-22,Quality Issue,Approved,817.94
183076,95438,2024-11-12,Size Issue,Approved,806.0
183077,105891,2026-05-14,Wrong Item,Refunded,1843.3
183078,105318,2026-05-22,Changed Mind,Refunded,1305.31
183079,94611,2026-07-14,Damaged,Approved,651.45
183080,120377,2026-05-09,Changed Mind,Refunded,1011.88
183081,90909,2026-04-21,Changed Mind,Approved,473.77
183082,111648,2026-07-06,Changed Mind,Approved,840.75
183083,103346,2025-02-19,Changed Mind,Refunded,1904.92
183084,107570,2026-03-31,Size Issue,Refunded,2881.56
183085,96325,2025-04-17,Quality Issue,Refunded,4148.23
183086,99075,2024-05-13,Quality Issue,Approved,1500.96
183087,110757,2026-02-22,Quality Issue,Approved,432.63
183088,103603,2024-12-08,Damaged,Refunded,959.89
183089,108380,2025-02-06,Quality Issue,Approved,1229.39
183090,116448,2025-11-01,Quality Issue,Refunded,1727.78
183091,90590,2024-06-24,Damaged,Refunded,1803.31
183092,118113,2025-03-29,Size Issue,Rejected,1430.74
183093,115771,2024-03-27,Size Issue,Refunded,1815.9
183094,120617,2025-11-11,Size Issue,Approved,931.9
183095,104301,2024-08-14,Damaged,Approved,1454.7
183096,90928,2025-05-12,Size Issue,Approved,431.31
183097,101238,2024-10-13,Quality Issue,Refunded,1496.05
183098,109892,2025-11-09,Size Issue,Refunded,2338.94
183099,116643,2024-05-29,Size Issue,Refunded,6027.62
183100,114332,2025-09-30,Wrong Item,Approved,843.57
183101,111216,2025-12-20,Size Issue,Approved,3325.59
183102,109578,2026-01-15,Changed Mind,Refunded,949.98
183103,97413,2025-11-05,Quality Issue,Approved,1111.24
183104,97614,2024-12-19,Changed Mind,Approved,1728.17
183105,103069,2024-03-26,Size Issue,Approved,3616.82
183106,119745,2025-04-13,Wrong Item,Refunded,3431.89
183107,113939,2025-01-15,Changed Mind,Refunded,1825.59
183108,108385,2025-02-09,Damaged,Refunded,2431.49
